title,price,sales,seller_rating,CPU,cores,RAM,size_of_RAM_GB,size_of_HDD_GB,size_of_SSD_GB,Видеопроцессор,Операционная система,Страна производства,Гарантийный срок(мес.)
Игровой компьютер Системный блок ПК CompDay Леопард,50049₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Штурман,57168₽,0,4.2,Intel Core i5,6,1,8,,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Hercules,55385₽,0,4.2,AMD Ryzen 3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Storm,59870₽,0,4.2,AMD Ryzen 5,6,1,8,,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Мамонт,52646₽,0,4.2,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Iron,49290₽,0,4.2,AMD Ryzen 3,4,1,8,,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Царь,69588₽,0,4.2,AMD Ryzen 3,4,1,16,1000,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Апачи,50854₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Отважный,37445₽,0,4.2,Intel Pentium,2,1,8,,250.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Сокол,82238₽,0,4.2,AMD Ryzen 5,6,1,8,,500.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Master,79363₽,Купили менее 5 раз,4.2,AMD Ryzen 5,6,1,16,1000,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Крест,121913₽,0,4.2,Intel Core i7,12,1,32,1000,500.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Локатор,71485₽,0,4.2,Intel Core i5,6,1,8,,500.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Игрок,82985₽,0,4.2,Intel Core i5,6,1,16,1000,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Факел,37100₽,Купили менее 5 раз,4.2,AMD Ryzen 5,6,1,16,,250.0,AMD Radeon Vega 7,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Razor,68783₽,0,4.2,AMD Ryzen 3,4,1,16,1000,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Молния,74464₽,0,4.2,Intel Core i5,6,1,8,,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Diamond,145833₽,0,4.2,Intel Core i7,12,1,32,1000,500.0,NVIDIA GeForce RTX 3070,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Volcano,40274₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Пластун,32936₽,0,4.2,AMD Athlon,2,1,16,,500.0,AMD Radeon Vega 3,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Атмосфера,92795₽,0,4.2,Intel Core i5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Сфера,40504₽,0,4.2,Intel Core i3,4,1,16,,250.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Звезда,81755₽,0,4.2,Intel Core i5,6,1,8,,500.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Power,67424₽,0,4.2,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Ястреб,64585₽,0,4.2,AMD Ryzen 5,6,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Крейсер,142728₽,0,4.2,Intel Core i7,12,1,32,1000,500.0,NVIDIA GeForce RTX 3070,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Yesaul,32131₽,Купили менее 5 раз,4.2,AMD Athlon,2,1,16,,500.0,AMD Radeon Vega 3,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Хорс,64367₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Гриф,40734₽,0,4.2,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Мистер,77810₽,0,4.2,Intel Core i5,6,1,16,1000,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Буран,79363₽,0,4.2,AMD Ryzen 5,6,1,16,1000,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Сross,164233₽,0,4.2,Intel Core i7,12,1,32,1000,500.0,NVIDIA GeForce RTX 3080,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Epic hero,75913₽,0,4.2,AMD Ryzen 5,6,1,8,,500.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Мустанг,64827₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Касатка,42574₽,0,4.2,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Хранитель,63284₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Есаул,36870₽,0,4.2,AMD Ryzen 5,6,1,16,,250.0,AMD Radeon Vega 7,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Wolf,48830₽,0,4.2,AMD Ryzen 3,4,1,8,,120.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Lion,64988₽,0,4.2,AMD Ryzen 3,4,1,8,,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Грань,37330₽,0,4.2,AMD Ryzen 5,6,1,8,,500.0,AMD Radeon Vega 7,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Highlander,54026₽,0,4.2,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Орбита,74935₽,Купили менее 5 раз,4.2,Intel Core i5,6,1,16,1000,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Восток,80685₽,0,4.2,Intel Core i5,6,1,8,,500.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Багира,71129₽,0,4.2,Intel Core i5,6,1,8,,500.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Vulture,31096₽,0,4.2,AMD Athlon,2,1,8,,500.0,AMD Radeon Vega 3,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Mars,50969₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Призрак,52531₽,0,4.2,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Бритва,64528₽,0,4.2,AMD Ryzen 3,4,1,8,,120.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Генералиссимус,39239₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Бриллиант,48276₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Mastadont,80973₽,0,4.2,AMD Ryzen 5,6,1,8,,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Летчик,136058₽,0,4.2,Intel Core i7,12,1,16,1000,500.0,NVIDIA GeForce RTX 3070,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Robot,54189₽,0,4.2,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Смерч,59525₽,0,4.2,AMD Ryzen 5,6,1,8,,120.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Скиф,90230₽,0,4.2,Intel Core i7,8,1,8,,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Governor,37905₽,0,4.2,Intel Pentium,2,1,8,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Реал,55109₽,0,4.2,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Геракл,80973₽,0,4.2,AMD Ryzen 5,6,1,8,,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Атом,203103₽,0,4.2,Intel Core i7,12,1,32,,1000.0,NVIDIA GeForce RTX 3080,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Барон,40504₽,Купили менее 5 раз,4.2,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Инноватор,50394₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Разведчик,70002₽,0,4.2,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Вербовщик,84135₽,0,4.2,Intel Core i5,6,1,16,1000,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Wrestler,49244₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Galaxy,38940₽,Купили менее 5 раз,4.2,Intel Pentium,2,1,16,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Блеск,65747₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Record,49750₽,0,4.2,AMD Ryzen 3,4,1,8,,120.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Мастер,50509₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Marshal,27136₽,Купили менее 5 раз,4.2,AMD Athlon,2,1,16,,250.0,AMD Radeon Vega 3,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Вождь,40734₽,0,4.2,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Цезарь,50095₽,0,4.2,AMD Ryzen 3,4,1,8,,250.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Легенда,38135₽,0,4.2,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon Vega 7,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Мастодонт,54810₽,0,4.2,AMD Ryzen 3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Sarmat,74579₽,0,4.2,Intel Core i5,6,1,16,1000,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Капитан,99568₽,0,4.2,Intel Core i7,8,1,16,,500.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay № Вектор,48391₽,0,4.2,Intel Core i3,4,1,8,,120.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Профессор,70220₽,Купили менее 5 раз,4.2,Intel Core i5,6,1,8,,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Викинг,39469₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Уникум,76189₽,0,4.2,Intel Core i5,6,1,8,,250.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Знаток,30866₽,0,4.2,AMD Athlon,2,1,8,,500.0,AMD Radeon Vega 3,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Воин,71129₽,0,4.2,Intel Core i5,6,1,8,,500.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Пионер,41539₽,0,4.2,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Каприз,95348₽,0,4.2,Intel Core i7,8,1,16,,500.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Битва,91185₽,Купили менее 5 раз,4.2,Intel Core i5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Вулкан,51061₽,0,4.2,Intel Core i5,6,1,8,,120.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Рекорд,75683₽,0,4.2,AMD Ryzen 5,6,1,8,,500.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Рассвет,59801₽,Купили менее 5 раз,4.2,Intel Core i5,6,1,16,1000,250.0,NVIDIA GeForce GTX 1650,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Магнат,36640₽,0,4.2,Intel Pentium,2,1,8,,250.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Друг,53451₽,0,4.2,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Гном,50210₽,0,4.2,AMD Ryzen 3,4,1,8,,120.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Ковбой,30636₽,0,4.2,AMD Athlon,2,1,8,,250.0,AMD Radeon Vega 3,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Тиран,62709₽,0,4.2,Intel Core i3,4,1,8,,250.0,NVIDIA GeForce RTX 3050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Mamluk,53911₽,0,4.2,Intel Core i3,4,1,16,1000,250.0,NVIDIA GeForce GTX 1050,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Генерал,145833₽,0,4.2,Intel Core i7,12,1,32,1000,500.0,NVIDIA GeForce RTX 3070,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Spectrum,37100₽,0,4.2,AMD Ryzen 5,6,1,16,,250.0,AMD Radeon Vega 7,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Major,82238₽,0,4.2,AMD Ryzen 5,6,1,8,,500.0,NVIDIA GeForce RTX 3060,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Горец,41769₽,0,4.2,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Мамлюк,33852₽,Купили менее 5 раз,4.2,AMD Ryzen 5,6,1,8,,250.0,AMD Radeon Vega 7,0,не указано,36
Игровой компьютер Системный блок ПК CompDay Genius,37445₽,0,4.2,Intel Pentium,2,1,16,,250.0,NVIDIA GeForce GT 1030,0,не указано,36
